TEMPLATE_ID,SUBJECT_ID,AGE,SKIN_COLOUR,GENDER,HEAD_POSE,SOURCE,GLASSES,BOUNDING_BOX_SIZE
59219,13179,0,0,0,1,0,0,0
7951,304,1,0,0,1,1,1,1
116811,28221,1,1,0,0,1,1,1
139347,28896,0,0,0,1,1,0,1
29366,2087,2,0,0,1,1,1,1
53858,12841,0,0,1,0,1,0,1
2626,68,1,0,0,1,1,0,1
91878,27480,0,0,1,0,1,0,1
118159,28267,1,0,1,1,1,0,0
28513,1937,1,0,1,1,0,0,1
27861,1826,1,0,0,1,1,0,1
3756,86,1,1,0,0,1,0,1
40170,3713,2,0,0,1,0,0,0
155433,31893,0,0,1,0,0,0,1
144872,29762,1,0,1,1,0,0,1
58244,13120,1,0,1,0,0,0,0
106750,27903,1,0,1,1,1,0,1
23990,1529,2,1,0,0,1,0,1
108916,27972,1,0,1,0,1,1,1
86409,27334,2,0,0,0,1,1,1
85739,27317,0,0,1,0,1,0,0
14696,637,1,0,0,0,0,0,0
63438,13380,1,0,1,1,1,0,0
62525,13339,0,0,0,1,1,0,1
139895,28908,0,0,0,1,0,0,1
152199,31249,0,1,1,0,0,0,1
69421,13898,1,0,1,1,0,0,1
41061,9882,1,0,0,1,1,0,0
126106,28509,1,0,0,1,1,0,1
71285,14023,0,0,1,1,1,0,1
140286,28920,1,1,1,0,1,0,1
80243,27159,0,0,1,1,1,0,1
111836,28077,1,1,0,0,1,1,0
101500,27763,1,0,1,1,0,0,0
88415,27386,1,0,0,0,1,0,0
120556,28340,1,0,0,0,1,0,1
134213,28757,1,0,0,1,1,1,1
133131,28724,2,0,0,1,1,0,0
92073,27484,1,0,0,1,1,0,1
53660,12825,1,0,0,0,1,0,1
9662,370,2,0,0,1,1,1,1
17199,841,1,1,0,1,1,1,1
88788,27398,1,0,0,0,1,0,1
131264,28670,1,1,1,0,1,0,0
142944,29376,0,0,0,0,0,0,1
154493,31703,0,1,0,0,0,0,1
139611,28902,0,0,1,1,1,0,1
70829,13993,0,0,1,1,1,0,1
101642,27769,1,0,0,1,1,0,1
132391,28706,2,0,0,1,1,0,1
39365,3540,2,0,0,0,1,0,1
103282,27806,1,1,0,1,1,1,1
152203,31249,0,1,1,1,0,0,1
993,20,1,0,1,1,1,0,1
69744,13937,1,0,0,1,0,0,1
143716,29529,0,0,1,1,0,0,1
13636,566,1,0,0,1,1,0,1
7010,265,1,0,0,0,1,0,1
133019,28721,1,1,0,1,0,0,0
18793,1048,1,0,0,0,1,0,1
95720,27586,1,0,0,0,0,1,1
30926,2371,1,0,0,1,1,0,1
100062,27722,2,1,0,0,1,0,1
72341,14085,0,0,0,0,1,0,1
73134,14148,0,0,1,1,1,0,1
72609,14105,0,0,1,1,0,0,1
28851,2020,1,0,0,0,1,0,0
67495,13622,0,0,1,1,1,0,1
123352,28420,2,0,0,1,0,0,0
132027,28697,1,0,0,1,1,0,1
14750,637,1,0,0,1,1,0,1
64404,13419,1,0,1,1,1,0,1
5271,143,2,0,0,1,1,0,1
140527,28929,1,0,0,0,0,0,1
122035,28383,1,0,0,0,1,0,1
41152,9894,1,0,1,0,1,0,1
128631,28585,1,0,1,0,1,0,1
6897,260,1,0,0,1,1,0,0
132464,28710,1,0,0,1,1,0,1
29734,2151,2,0,0,1,1,1,0
79814,27146,0,0,0,0,0,1,0
66887,13577,1,1,0,0,1,0,1
9315,362,1,0,0,1,0,1,0
121934,28381,2,0,0,0,1,0,0
155460,31897,1,0,0,1,0,0,1
126737,28527,1,0,0,1,1,1,1
132040,28697,1,0,0,0,1,0,1
60601,13245,0,1,0,0,1,0,1
30162,2282,1,0,0,0,1,0,1
87828,27374,1,0,0,0,1,1,0
34728,2478,0,0,1,1,1,0,1
8659,324,1,1,0,1,1,1,1
123112,28416,1,0,0,1,1,1,1
86650,27341,1,0,1,0,1,0,0
112284,28091,0,0,1,1,1,0,1
134025,28753,0,1,1,0,1,0,1
47733,12577,1,0,1,1,1,0,1
72613,14105,0,0,1,1,1,0,1
119927,28318,0,0,1,1,1,0,1
137940,28852,1,0,1,0,1,0,1
58566,13142,1,0,0,1,1,0,1
130625,28649,1,1,1,0,0,0,0
117961,28261,0,1,1,0,1,0,1
146460,30079,0,1,1,1,0,0,1
2026,53,1,1,1,0,0,0,1
45844,12463,1,1,1,1,0,0,0
75391,27024,0,0,1,1,1,0,0
31505,2405,1,0,0,1,1,1,1
49285,12626,1,0,1,1,0,0,1
20797,1244,1,0,0,1,1,0,0
75908,27041,1,0,0,1,1,1,1
84071,27261,1,1,0,0,1,0,0
52778,12772,1,0,0,1,1,1,1
116903,28224,1,0,0,0,1,0,1
19389,1089,1,0,1,1,1,0,1
24392,1561,0,0,1,0,1,0,1
40710,9838,0,1,0,1,1,0,1
8027,304,1,0,0,0,1,1,1
1900,51,2,1,0,0,1,1,1
151470,31093,0,1,0,0,0,0,1
93502,27521,1,0,0,1,1,0,1
50885,12701,1,0,1,0,1,0,1
40912,9867,1,0,1,1,0,0,1
58293,13127,0,0,1,0,0,0,1
106874,27907,0,0,1,1,1,1,1
124817,28468,1,0,0,0,1,1,1
66140,13501,1,0,0,1,1,1,1
124210,28443,0,0,1,1,1,0,1
53554,12815,0,0,1,1,1,0,1
104955,27851,1,0,0,0,1,1,1
60215,13235,0,0,1,0,1,0,1
134893,28778,1,0,0,1,0,1,0
71585,14048,1,0,1,1,1,0,1
6977,265,1,0,0,0,1,0,1
19716,1193,1,0,0,1,1,0,0
125658,28497,1,0,1,1,1,0,1
32510,2460,2,0,0,1,1,1,1
62351,13331,1,0,0,1,1,1,0
53656,12825,1,0,0,0,1,0,1
5972,165,1,0,0,0,1,1,1
150187,30833,1,1,0,1,0,0,1
133903,28750,1,1,0,0,0,0,1
142247,29238,0,0,0,1,1,0,1
44829,12145,1,0,0,1,1,1,1
2897,73,1,0,0,1,0,0,1
132003,28697,1,0,0,1,1,0,1
99481,27709,1,0,0,1,1,0,1
93778,27525,1,0,1,1,0,0,1
135784,28803,0,0,1,1,1,0,1
48154,12596,1,1,0,1,1,0,0
117003,28227,0,1,1,0,1,0,1
149911,30774,2,1,0,0,0,0,1
118552,28278,0,0,1,0,1,0,1
37928,3214,2,0,0,1,1,0,1
156981,32195,0,1,1,1,0,0,1
26165,1825,1,0,0,1,1,0,1
29622,2129,2,0,0,1,1,0,1
74044,26990,2,0,0,1,1,1,1
97482,27653,2,0,0,1,1,0,1
2277,62,2,0,0,0,0,0,1
103896,27821,0,0,1,0,1,0,1
149754,30743,1,0,1,1,0,0,1
50870,12701,1,0,1,0,1,0,1
135791,28803,0,0,1,0,1,0,0
31662,2421,1,0,0,1,1,0,1
92945,27507,1,0,0,0,0,0,0
103941,27822,1,0,0,1,0,0,0
55136,12920,0,0,1,0,0,0,1
37745,3116,1,0,1,0,1,0,1
92077,27484,1,0,0,1,1,0,1
35646,2537,1,0,0,1,1,0,0
27568,1825,1,0,0,1,1,0,1
79784,27146,0,0,0,1,1,0,1
154537,31712,0,1,0,0,0,0,1
142764,29338,2,0,0,0,0,0,1
149674,30728,0,0,0,1,0,0,1
70757,13989,1,0,1,0,1,0,0
76314,27052,2,0,0,1,1,1,1
32007,2436,1,0,0,0,1,0,1
73187,26967,0,0,0,1,1,0,1
16559,776,1,0,0,1,1,0,1
136049,28809,1,1,0,1,0,0,1
118589,28278,0,0,1,0,1,0,1
44550,12074,1,1,0,1,0,0,1
4557,115,1,0,0,1,1,0,1
130245,28638,1,0,1,0,1,1,1
59458,13193,1,0,0,0,0,0,1
78545,27109,1,0,0,0,1,1,1
30429,2336,2,0,0,1,1,1,1
147578,30303,0,1,1,1,0,0,1
102140,27779,1,0,1,0,1,0,1
97690,27660,1,0,0,0,1,0,1
154924,31793,0,1,0,0,0,0,1
149415,30672,0,0,1,0,0,0,1
29359,2087,2,0,0,1,0,1,0
27984,1834,1,0,1,0,0,0,1
107116,27911,1,0,1,0,1,0,1
36774,2843,1,1,0,1,1,0,0
140859,12885,0,0,1,1,0,0,1
71835,14056,1,0,0,1,1,0,1
92525,27496,1,0,0,1,1,0,0
111022,28048,1,0,1,1,1,0,1
137067,28836,0,1,1,1,1,0,1
37478,2951,1,0,0,1,1,1,0
61135,13267,0,0,1,1,1,0,1
66913,13580,0,0,1,0,0,0,1
7141,281,1,1,0,1,1,0,1
103463,27810,2,0,0,0,1,1,1
89743,27421,1,0,1,1,1,0,1
96608,27623,1,0,0,1,1,0,1
91852,27480,1,0,1,1,1,0,1
54650,12897,1,0,0,1,1,0,1
49106,12623,1,0,0,1,1,0,1
16525,776,1,0,0,1,1,0,1
95903,27593,1,0,0,1,1,1,1
36037,2620,2,0,0,0,1,0,0
113070,28114,1,0,0,1,1,0,1
78499,27108,1,0,0,0,1,1,1
106766,27903,1,0,1,1,1,0,1
78638,27110,0,1,0,1,0,0,1
93365,27518,1,0,1,0,1,0,1
55674,12950,1,0,0,1,1,1,1
123149,28417,1,0,0,1,1,1,1
17154,810,1,0,0,0,1,0,1
112275,28090,2,0,0,0,0,0,1
144827,29752,0,0,1,0,0,0,1
19392,1089,1,0,1,1,1,1,1
80002,27153,2,0,0,1,1,0,0
148516,13029,0,1,1,0,0,0,1
6496,220,0,0,1,1,1,0,1
96113,27601,0,0,1,0,0,0,1
92822,27504,2,0,0,0,1,1,1
151322,31066,0,0,1,0,0,0,1
15822,743,1,0,0,1,1,1,1
78572,27109,1,0,0,0,1,1,1
132582,28712,1,1,1,1,1,0,1
159104,32627,0,0,0,1,1,0,1
153778,31562,0,1,0,1,0,0,1
126013,28506,0,0,0,1,1,0,0
101781,27772,0,1,0,1,1,0,1
138697,28878,0,0,0,1,0,0,0
15380,743,1,0,0,1,1,1,1
63687,13391,1,0,1,1,1,0,1
109646,27996,0,0,1,1,0,0,0
30692,2371,1,0,0,1,1,0,1
45993,12463,1,1,1,0,1,0,1
119780,28311,1,0,1,1,1,0,1
83390,27238,2,0,0,1,0,1,0
6931,263,1,0,0,1,1,0,1
73358,26970,1,1,0,1,1,1,0
154592,31724,1,1,0,0,0,0,1
42801,10097,1,0,0,0,1,0,1
74309,26996,0,1,1,1,1,0,1
152131,31233,0,0,1,0,0,0,1
28867,2020,1,0,0,0,1,0,1
151728,31149,0,0,0,0,0,0,1
37861,3192,1,0,0,1,1,0,0
2819,71,1,0,0,1,0,0,1
9740,371,1,0,1,1,1,0,1
20588,1244,1,0,0,0,1,0,1
106133,27887,2,0,1,1,0,0,0
151371,31074,0,1,0,0,0,0,1
29075,2038,1,0,1,1,1,0,1
87842,27374,1,0,0,1,0,1,1
135648,28798,1,0,1,1,1,0,1
136878,28830,0,0,1,0,1,0,1
97347,27651,1,0,1,0,1,0,1
50737,12694,1,1,1,1,1,1,1
116513,28215,1,0,0,1,1,0,1
120951,28350,0,0,1,1,1,0,1
103529,27810,2,0,0,1,1,1,1
128427,28577,1,0,1,1,1,0,1
19508,1137,1,0,0,1,1,0,1
27320,1825,1,0,0,1,1,0,1
82572,27216,1,0,1,1,1,0,1
80128,27155,2,0,0,0,0,1,0
42688,10097,1,0,0,1,1,0,1
105246,27859,1,0,1,1,0,0,0
4028,94,1,0,0,1,1,0,1
88731,27396,2,0,0,1,1,1,1
8313,312,1,0,0,1,1,1,1
83494,27242,1,0,1,1,1,0,1
45668,12449,0,0,1,1,0,0,0
76921,27063,1,0,1,1,1,0,1
152108,31227,0,1,0,1,0,0,1
47136,12542,1,0,1,1,1,0,1
117222,28235,1,0,0,1,1,1,1
117684,28250,1,1,0,1,1,1,1
121966,28381,2,0,0,0,1,0,1
150033,30800,1,1,1,1,0,0,1
21882,1294,1,0,1,1,0,0,1
130849,28655,1,0,1,1,1,0,1
156098,12602,0,1,1,1,0,0,1
26222,1825,1,0,0,1,1,0,1
62006,13319,0,0,0,0,1,0,0
52601,12771,1,1,0,0,1,0,0
137441,28843,1,0,1,1,1,0,1
48758,12618,1,0,1,1,1,0,1
31467,2405,1,0,0,1,1,0,0
16750,784,1,0,0,0,1,1,1
141353,29052,0,1,1,0,0,0,1
99837,27719,0,0,0,1,1,0,1
63350,13374,0,0,1,0,1,0,1
13609,565,1,0,0,1,1,1,1
137551,28843,0,0,1,1,1,0,1
125007,28476,1,0,0,0,1,1,1
101537,27764,1,0,1,1,1,0,0
24809,1646,1,0,1,1,1,0,1
94131,27537,0,0,0,1,1,0,1
125162,28480,2,0,0,1,1,1,0
112024,28082,1,0,0,1,1,0,1
8053,304,1,0,0,0,1,1,1
2049,53,1,1,1,0,1,0,1
37310,2933,2,0,0,0,1,0,0
112843,28105,1,0,0,0,0,0,1
46657,12495,1,0,1,1,1,0,1
57482,13068,1,1,0,1,0,1,0
5907,164,2,0,0,1,1,0,1
41719,9968,1,1,1,1,0,0,1
41640,9957,1,0,1,1,0,0,1
42659,10087,0,0,1,0,1,0,1
128221,28569,0,1,1,1,1,0,1
110831,28038,1,0,1,0,1,1,1
102176,27779,1,0,1,1,1,0,1
134783,28774,1,0,0,1,0,0,0
43910,12009,1,1,0,1,1,1,1
54558,12894,1,0,1,1,1,0,1
10120,378,1,0,0,0,1,1,1
19744,1193,1,0,0,1,1,0,0
982,19,2,0,0,0,1,0,1
8594,324,1,1,0,0,0,1,1
46345,12487,1,1,1,1,1,0,1
85229,27296,1,0,0,1,1,1,1
93381,27519,1,0,0,0,1,1,0
71463,14042,0,0,1,1,1,0,1
31721,2421,1,0,0,1,1,0,1
155664,31937,1,1,0,0,0,0,1
139210,28892,1,1,0,0,1,0,1
36903,2845,1,1,1,1,1,0,1
13677,567,1,0,1,0,1,0,0
92424,27492,1,0,1,0,1,0,1
82909,27225,2,0,1,1,0,0,0
119458,28302,0,1,1,0,1,0,1
14081,581,1,0,0,0,1,1,1
130509,28646,1,0,0,1,1,0,0
39550,3566,1,0,0,1,1,0,1
55381,12931,0,0,1,0,0,0,1
114454,28159,1,0,0,1,1,0,1
145474,29885,1,1,1,0,0,0,1
27257,1825,1,0,0,1,1,0,1
86953,27348,1,0,1,0,1,0,1
138039,28854,1,1,1,1,1,0,1
98001,27668,0,0,0,1,1,0,0
70751,13989,1,0,1,0,1,0,1
47859,12578,1,1,0,0,0,0,1
59989,13226,1,0,0,0,0,0,1
35264,2498,1,0,0,1,1,1,0
131599,28682,1,0,1,1,1,0,1
43423,11858,0,0,1,1,1,0,1
30987,2371,1,0,0,1,1,0,1
15411,743,1,0,0,1,1,1,1
32418,2460,1,0,0,1,1,1,1
59213,13179,0,0,0,1,0,0,0
156048,32009,1,1,0,0,0,1,1
64586,13429,1,1,0,0,1,0,1
32579,2460,2,0,0,1,1,1,1
84930,27286,1,0,1,1,1,0,1
68658,13868,1,0,1,1,1,0,1
139581,28902,0,0,1,0,1,0,1
84206,27263,1,1,0,1,1,0,1
109929,28008,1,1,0,1,1,0,0
155630,31930,0,1,1,0,0,0,1
66013,13500,1,0,1,1,1,0,1
65763,13494,1,0,1,1,0,0,1
138710,28879,1,0,0,1,1,0,1
29356,2087,2,0,0,1,0,1,0
14729,637,1,0,0,1,1,0,1
29431,2107,2,1,0,1,0,0,1
15019,658,1,1,0,0,1,0,1
42175,10023,2,0,1,0,1,0,1
38604,3355,0,0,1,1,1,0,1
78800,27118,1,0,0,1,1,1,1
35969,2582,1,1,1,1,1,0,1
78150,27099,1,0,1,0,1,0,0
30695,2371,1,0,0,1,1,0,1
50458,12677,1,0,1,0,0,0,1
42950,11652,0,0,0,1,1,0,1
124539,28456,1,0,0,1,1,0,0
93564,27521,1,0,0,0,0,0,1
100592,27736,1,0,1,1,1,1,1
112746,28103,0,0,1,0,0,0,1
30108,2282,2,0,0,0,1,1,1
55654,12950,1,0,0,1,1,1,1
7779,304,1,0,0,0,1,1,1
90070,27429,1,1,1,1,0,0,1
39620,3583,1,0,1,1,1,1,1
57272,13047,0,0,1,0,1,0,1
88883,27399,1,0,0,1,1,0,1
142999,29387,0,0,1,1,0,0,1
146027,29991,0,0,1,0,0,0,1
114457,28159,1,0,0,1,1,0,1
7650,304,1,0,0,0,1,1,1
137390,28843,0,0,1,1,1,0,1
63647,13391,1,0,1,1,1,0,1
141714,29127,0,1,0,1,0,0,1
101957,27775,1,0,0,0,1,0,1
122689,28405,1,0,0,0,0,0,0
97603,27656,1,0,0,1,1,0,1
30797,2371,1,0,0,1,1,0,1
48016,12586,1,0,0,0,1,0,1
35234,2491,1,0,0,1,1,1,1
77909,27090,1,1,1,0,1,0,1
82113,27206,1,0,1,1,1,0,1
137661,28846,1,1,0,1,1,0,1
59566,13193,1,0,0,0,1,0,1
103414,27808,2,0,0,1,0,0,0
147152,30219,1,0,1,1,0,0,1
74189,26993,1,1,0,0,0,0,1
81580,27194,0,0,0,1,1,1,1
16534,776,1,0,0,1,1,0,1
157056,32212,0,0,0,0,0,0,1
52943,12781,1,1,1,0,1,0,1
91825,27479,1,0,1,1,1,0,1
65380,13463,1,0,1,1,1,0,1
64462,13423,0,0,1,1,0,0,0
134003,28753,1,1,1,0,1,0,1
98406,27677,1,0,0,1,1,0,1
91415,27471,2,0,0,0,1,0,0
112101,28084,0,0,1,0,0,0,1
49610,12632,0,0,1,1,1,0,1
15839,743,1,0,0,1,1,1,1
1042,20,1,0,1,1,1,0,1
29736,2151,2,0,0,1,1,1,0
80712,27170,1,0,1,1,1,0,1
81505,27192,2,0,0,0,1,0,1
103280,27806,1,1,0,1,1,1,1
32708,2465,0,0,1,0,1,0,1
110786,28038,1,0,1,1,1,1,1
13612,565,2,0,0,0,0,1,0
139260,28893,1,1,1,0,1,0,1
96048,27600,1,1,0,1,1,1,1
19680,1193,2,0,0,0,0,0,1
134344,28761,1,0,1,0,1,0,1
136610,28824,0,1,1,1,1,0,0
21033,1244,1,0,0,1,1,0,1
115304,28182,0,0,1,0,1,0,1
139015,28884,1,0,1,1,1,0,1
16504,776,1,0,0,1,1,0,1
101497,27763,1,0,1,1,1,0,1
152585,28043,1,1,1,1,0,0,1
82067,27205,1,1,0,1,1,0,0
35930,2571,1,0,1,1,0,0,0
80878,27175,0,0,1,0,0,0,1
102963,27800,2,0,0,1,1,0,1
113666,28133,0,0,1,1,0,0,1
27168,1825,1,0,0,1,1,0,1
6852,259,2,0,0,1,1,0,1
152325,31274,0,0,1,1,0,0,1
75681,27035,1,0,0,0,1,0,0
22337,1320,0,0,1,1,0,0,1
127929,28560,1,0,1,0,1,1,0
40843,9854,1,0,0,1,1,0,1
28503,1936,0,0,1,1,1,0,1
71994,14064,1,0,1,0,1,1,0
45971,12463,1,1,1,1,1,0,1
123904,28433,1,0,0,0,1,0,0
11905,466,1,1,0,1,1,0,1
44321,12049,1,1,0,1,1,1,1
151038,31000,0,0,1,0,0,0,1
55639,12950,1,0,0,1,1,1,1
91470,27472,2,1,0,1,1,1,1
57994,13105,1,0,1,0,0,0,1
65392,13463,1,0,1,1,1,0,1
19983,1244,1,0,0,1,1,0,1
18048,972,0,0,1,0,1,0,1
28207,1879,2,0,0,1,1,1,1
154976,31804,0,1,0,0,0,0,1
120697,28343,2,0,0,1,1,0,1
116699,28219,1,0,0,0,1,1,1
2202,57,1,0,0,1,1,0,0
149374,30666,1,1,0,0,0,1,1
45486,12445,0,1,1,1,1,0,1
20958,1244,1,0,0,1,1,0,1
44548,12074,1,1,0,0,0,0,1
71702,14051,1,0,0,0,1,0,1
30580,2347,1,0,0,1,1,0,0
63480,13385,0,0,0,1,1,0,0
60438,13242,1,0,0,1,1,0,1
137640,28844,1,0,1,1,1,0,1
30505,2347,1,0,0,1,1,0,0
50604,12683,2,0,0,1,1,0,1
117704,28251,0,0,0,1,1,0,1
60105,13235,0,0,1,0,0,0,1
15733,743,1,0,0,1,1,1,1
70665,13985,0,0,1,0,1,0,1
71395,14031,1,0,0,1,0,1,1
150659,30928,1,0,1,0,0,0,1
35424,2500,1,0,0,1,1,0,1
73343,26970,1,1,0,0,1,1,0
44002,12016,1,0,1,0,1,0,0
129853,28628,0,1,1,0,1,0,1
62843,13347,1,0,0,1,1,1,0
30798,2371,1,0,0,1,1,0,1
94378,27547,1,0,1,0,1,1,1
105293,27861,0,0,1,0,1,0,1
88398,27386,1,0,0,0,1,0,0
2771,68,1,0,0,1,1,0,1
144273,29646,1,1,1,1,0,0,1
98246,27673,1,0,1,0,1,0,1
156934,32187,0,1,0,0,0,0,1
14764,641,1,0,1,1,1,0,1
150813,30959,0,0,1,1,0,0,1
128394,28577,1,0,1,0,1,0,1
27287,1825,1,0,0,1,1,0,1
34047,2477,1,0,0,1,1,0,1
98835,27687,0,0,1,0,1,0,1
139578,28902,0,0,1,1,1,0,1
63992,13411,1,1,1,1,0,0,1
59948,13222,1,1,1,1,1,0,1
16327,768,2,0,0,1,1,0,1
8916,343,1,1,0,1,1,0,1
63428,13380,0,0,1,0,0,0,1
45365,12413,1,1,0,1,1,1,1
23761,1493,1,0,0,1,1,1,1
26371,1825,1,0,0,0,1,0,1
132424,28707,1,1,0,0,1,0,1
119059,28291,1,0,0,0,1,1,1
130893,28656,0,1,0,0,1,0,1
77043,27067,1,0,1,1,1,0,1
112331,28092,1,0,0,1,1,0,0
54649,12897,1,0,0,1,1,0,1
58417,13133,0,0,1,0,1,0,1
26236,1825,1,0,0,1,1,0,1
110146,28015,1,0,1,1,1,0,1
43965,12016,1,0,1,0,1,0,0
17914,965,1,0,0,1,1,0,1
84855,27283,1,0,0,1,1,0,1
5569,149,0,0,1,1,0,0,1
48450,12605,0,0,1,0,0,0,1
20596,1244,1,0,0,0,1,0,1
154884,31786,1,1,0,0,0,0,1
75766,27038,2,0,1,1,1,0,0
29471,2114,1,1,1,1,1,0,1
150128,30820,0,1,0,0,0,0,1
29118,2049,1,0,1,1,1,0,1
64388,13418,1,0,0,1,1,0,1
155679,31940,0,1,1,0,0,0,1
147834,30356,1,1,0,0,0,1,1
32795,2465,0,0,1,1,1,0,1
81707,27197,0,0,1,0,1,0,1
6158,177,1,0,0,1,1,0,1
89151,27408,1,0,0,1,1,1,1
109769,28004,0,0,1,1,1,0,1
129124,28600,1,0,0,1,1,0,1
61633,13303,0,0,0,0,0,0,1
153308,31471,1,1,0,0,0,0,1
80220,27158,0,0,1,1,1,0,1
115419,28185,1,0,1,0,1,0,0
154488,31702,0,1,1,1,0,0,1
82118,27206,1,0,1,1,1,0,1
84744,27279,1,0,1,1,1,0,1
116901,28224,1,0,0,0,1,0,1
23651,1472,2,0,0,1,0,0,1
26168,1825,1,0,0,1,1,0,1
59211,13176,1,1,0,0,1,0,0
111434,28062,1,0,1,0,1,0,0
66231,13501,1,0,0,0,1,0,1
24238,1551,1,0,0,1,0,0,0
78508,27108,1,0,0,1,1,1,1
88138,27380,1,0,0,0,1,0,1
14236,581,1,0,0,1,1,1,0
93077,27511,2,0,0,1,1,1,0
87923,27375,2,0,0,1,1,0,1
63908,13405,1,0,0,1,1,0,1
81572,27193,1,1,1,1,0,0,0
84626,27277,1,0,1,1,1,0,1
116702,28219,1,0,0,0,1,1,1
81582,27194,1,0,0,1,1,1,1
154010,31609,1,0,0,0,0,0,1
124096,28438,1,1,1,1,1,1,1
16434,776,1,0,0,1,1,0,1
74185,26993,1,1,0,0,1,0,1
92710,27499,1,0,0,1,0,0,0
155782,31958,1,0,0,1,0,1,1
72726,14118,1,0,1,1,1,1,1
26115,1825,1,0,0,0,0,0,0
27973,1826,1,0,0,1,1,0,1
116880,28223,1,1,1,1,1,0,1
51627,12730,1,0,0,0,0,0,1
59420,13190,0,1,0,0,1,0,1
62194,13328,1,1,1,0,1,0,1
121767,28376,1,0,0,1,1,0,1
131160,28666,0,0,1,1,1,0,0
27742,1825,2,0,0,1,1,0,0
23360,1406,1,0,1,0,0,0,1
84743,27279,1,0,1,1,1,0,1
120498,28337,1,0,1,1,1,1,0
56801,13016,1,0,1,1,1,0,1
66209,13501,1,0,0,0,1,0,1
18724,1032,1,0,0,1,1,1,0
140839,28956,0,0,1,0,0,0,1
89765,27421,1,0,1,0,0,0,1
86118,27325,1,0,0,0,1,1,0
91351,27468,1,0,0,1,1,0,1
20719,1244,1,0,0,0,1,0,0
54150,12863,1,1,1,0,1,0,1
75135,27017,1,0,0,1,1,0,1
30232,2293,1,0,0,0,1,1,1
76450,27055,1,0,1,1,1,1,1
91858,27480,1,0,1,0,1,0,1
49043,12623,1,0,0,1,1,0,1
72843,14123,0,1,1,0,1,0,1
94038,27533,1,0,0,1,1,0,1
40620,9825,1,1,1,0,1,0,0
4842,131,1,1,0,1,1,0,1
57080,13029,0,0,1,0,0,0,1
137919,28852,1,0,1,0,1,0,1
82516,27214,2,0,0,0,0,1,0
63343,13373,2,0,0,0,0,0,0
143451,29478,0,0,1,0,0,0,1
142727,1278,1,1,0,0,0,0,1
90783,27450,2,0,0,1,1,0,1
21903,1296,1,0,0,0,1,0,1
45641,12446,1,1,0,0,1,0,1
125185,28480,2,0,0,1,1,1,1
4719,124,1,1,0,1,0,0,1
90469,27441,1,0,1,1,1,0,1
909,16,1,0,0,1,0,1,0
88437,27386,1,0,0,0,1,0,0
104873,27850,1,1,0,1,1,0,1
117778,28253,2,0,0,1,1,0,1
51860,12740,1,0,1,1,1,0,1
115518,28187,0,0,1,1,1,0,1
89657,27418,1,0,0,0,1,0,1
111275,28055,1,0,1,0,1,0,1
149348,30661,0,1,1,1,0,0,1
58657,13146,0,0,1,1,1,0,1
79796,27146,0,0,0,1,1,0,1
75682,27035,1,0,0,1,1,0,0
71705,14051,1,0,0,1,1,0,1
114279,28151,0,0,1,1,1,0,1
31544,2405,1,0,0,1,1,1,1
47032,12534,0,0,1,1,0,0,0
41145,9894,1,0,1,0,1,0,1
130485,28644,1,0,0,1,1,1,1
68674,13868,1,0,1,1,1,0,1
78313,27105,1,0,1,0,1,0,1
46862,12512,1,0,1,1,1,0,1
94508,27552,1,0,0,0,1,0,1
60124,13235,0,0,1,0,1,0,1
40443,9792,1,0,1,0,1,0,1
41702,9964,0,0,0,0,1,0,1
116143,28202,1,0,0,1,1,0,0
125032,28476,1,0,0,0,0,1,0
139113,28887,0,0,0,0,0,0,1
145119,29809,0,1,0,1,0,0,1
132381,28706,2,0,0,1,1,0,1
152979,31404,0,0,1,1,0,0,1
83477,27240,2,0,0,1,1,1,1
17371,887,2,0,0,1,0,0,1
105192,27858,1,0,1,0,0,0,0
64544,13429,1,1,0,0,1,0,1
116196,28204,1,0,0,0,1,1,0
117743,28252,1,0,0,1,1,1,1
25623,1727,2,0,0,0,1,0,1
81905,27201,1,1,0,1,1,0,1
140115,28915,1,0,1,1,1,0,1
81353,27188,1,0,0,1,1,0,0
134875,28778,1,0,0,1,1,1,1
32234,2460,1,0,0,0,1,1,1
157263,32253,2,1,0,0,0,1,1
104637,27844,1,0,0,1,1,0,1
94917,27562,2,0,1,0,1,0,1
129727,28622,1,0,0,1,0,0,1
65038,13444,1,1,0,1,1,0,0
4655,122,2,0,0,1,1,1,1
126186,28512,1,0,0,1,1,0,0
157236,12787,1,1,0,0,0,0,1
96999,27639,1,0,0,0,1,1,1
32944,2465,0,0,1,1,1,0,1
55277,12929,0,0,0,1,1,0,1
154052,31616,2,1,1,1,0,1,1
41153,9894,1,0,1,1,1,0,1
80376,27162,1,0,0,0,1,0,1
44956,12233,0,0,1,0,0,0,1
120225,28326,1,0,1,1,1,0,1
132313,28703,0,0,0,1,0,0,1
35103,2491,1,0,0,1,1,1,1
97923,27665,1,0,1,1,1,1,1
11583,448,2,1,0,1,1,1,0
122412,28397,1,0,0,1,1,0,1
98690,27684,1,0,1,1,1,0,1
144668,29723,0,0,1,0,0,0,1
142282,29246,1,1,0,0,0,0,1
87313,27357,1,0,0,1,0,0,0
111186,28051,2,1,0,0,1,1,1
28304,1879,1,0,0,0,1,1,1
88067,27378,1,1,0,0,1,0,1
5189,142,1,0,0,0,1,1,1
151257,31051,0,0,1,1,0,0,1
